branch,layer,ctype,r_obs,p_value,n_perm_used,p_adjusted,reject_H0
within_layer__clr_false__thickness_absolute,l4,L5 ET,0.37316172185743557,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,L5 IT,0.2949457901086744,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,L5/6 NP,0.6306363498349936,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Lamp5,0.5043572308187989,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Lamp5_Lhx6,0.6070439497691339,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Micro-PVM,-0.024569920263871458,1.0,600,1.0,False
within_layer__clr_false__thickness_absolute,l4,OPC,0.35378119353799725,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Oligo,0.5734405574144518,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Pax6,0.5107147329918623,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Pvalb,0.4386897723432481,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Sncg,0.23643807058013488,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Sst,0.3197298354831252,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l4,Vip,0.3479587507225456,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l5,Astro,0.5270612997625029,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l5,Chandelier,0.4915186678751989,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,Endo,0.19602442892468125,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,L4 IT,0.25350036701192985,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,L5 ET,0.42797832120268375,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l5,L5 IT,-0.4298698254571957,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l5,L5/6 NP,-0.3040389259622562,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l5,L6 CT,-0.07500071885754378,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,L6 IT,-0.35481897921052796,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l5,L6 IT Car3,0.10177811979813499,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l5,L6b,-0.2156496373480441,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l5,Lamp5,0.1469387470100972,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l5,Lamp5_Lhx6,-0.24881509244050035,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l5,Micro-PVM,0.6642011295934673,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l5,OPC,0.5634367765067635,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,Oligo,0.11619567542147731,0.20133111480865223,600,0.46497900324855396,False
within_layer__clr_false__thickness_absolute,l5,Pvalb,0.5955485418334692,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l5,Sst,0.2836699328775569,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l5,Vip,0.5133732061993257,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l6,Astro,0.694145249291151,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Chandelier,0.6538695040628564,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Endo,0.4489726230508535,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,L5 ET,-0.4306001732250878,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l6,L5 IT,-0.794289996485027,1.0,600,1.0,False
within_layer__clr_false__thickness_absolute,l6,L5/6 NP,-0.4679607178237221,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l6,L6 CT,-0.6331523735205611,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l6,L6 IT,-0.2884861761833012,0.800332778702163,600,0.8258753141926576,False
within_layer__clr_false__thickness_absolute,l6,L6 IT Car3,0.0011801223603240942,0.40099833610648916,600,0.670635148316025,False
within_layer__clr_false__thickness_absolute,l6,L6b,-0.23196696589844665,0.6006655574043261,600,0.7469815265156363,False
within_layer__clr_false__thickness_absolute,l6,Lamp5,0.6080880559818458,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Lamp5_Lhx6,0.5893006221634153,0.0016638935108153079,600,0.006207602713426341,True
within_layer__clr_false__thickness_absolute,l6,Micro-PVM,0.7881092947121925,0.0016638935108153079,600,0.006207602713426341,True
